City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
563,Sillamae,EE,63.55,broken clouds,59.3997,27.7547,Hotel Krunk
565,Dorna,RO,62.89,broken clouds,47.35,25.4333,Complex Turistic Le Baron
566,Bogotol,RU,58.21,few clouds,56.2078,89.5342,Апарт-отель «SOVA»
568,Yangambi,CD,77.31,broken clouds,0.8102,24.4336,
569,Hervey Bay,AU,55.17,clear sky,-25.2986,152.8535,Shelly Bay Resort
570,Naryan-Mar,RU,59.14,broken clouds,67.6713,53.087,Hostel Agat
575,Raduzhnyy,RU,65.23,light rain,62.0961,77.475,Gostiny Dvor Evgeniya
576,Dondo,MZ,69.31,clear sky,-19.6094,34.7431,Pensao Casual
578,Fatezh,RU,76.98,scattered clouds,52.0891,35.8632,"Hotel ""Fatezh"""
579,Astana,KZ,60.75,few clouds,51.1801,71.446,King Hotel Astana
580,Strezhevoy,RU,64.49,overcast clouds,60.7333,77.5889,Sibiryachka
582,Atasu,KZ,66.7,broken clouds,48.6814,71.6433,Dostyk
583,Rognan,NO,58.75,overcast clouds,67.0953,15.3878,Rognan Hotell
584,Dunmore East,IE,74.32,clear sky,52.1514,-6.9861,The Strand Inn
585,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
586,Dubna,RU,60.1,overcast clouds,56.7333,37.1667,Rezident-Otel'
588,Isfana,KG,72.16,broken clouds,39.8386,69.5306,Sayakat
589,Fomboni,KM,75.99,clear sky,-12.28,43.7425,Auberge les abou
590,Ilhabela,BR,75.42,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
591,Burgeo,CA,66.94,overcast clouds,47.6167,-57.6152,Gillett's Motel
592,Ishinomaki,JP,76.33,overcast clouds,38.4167,141.3,Ishinomaki Grand Hotel
593,Borisoglebskiy,RU,59.86,overcast clouds,57.2586,39.1508,Парк отель Eleon
597,Tebingtinggi,ID,75.42,overcast clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
599,Camacha,PT,71.02,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
601,Itatskiy,RU,58.71,few clouds,56.07,89.0369,
602,Zheleznodorozhnyy,RU,70.21,broken clouds,55.7503,38.0042,Hotel Dali
604,Sambava,MG,71.33,few clouds,-14.2667,50.1667,Melrose
607,Tanggu,CN,76.96,overcast clouds,39.0211,117.6469,Ibis Tianjin Tanggu Hotel
609,Tabou,CI,76.06,overcast clouds,4.423,-7.3528,hotêl doufoulougou
610,Tiarei,PF,68.02,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
611,Husavik,IS,57.36,broken clouds,66.0449,-17.3389,Bjarnabúð
614,Zion,US,75.49,mist,42.4461,-87.8328,"Country Inn & Suites by Radisson, Zion, IL"
615,Bobrovka,RU,67.14,overcast clouds,54.047,61.7455,
617,Nhulunbuy,AU,75.81,clear sky,-12.2333,136.7667,East Arnhem Real Estate
618,Imphal,IN,70.86,clear sky,24.8167,93.95,State Guest House
620,Pokrovka,KG,61.79,clear sky,42.3414,78.0056,Gostinitsa Nur-Ordo
622,Huangnihe,CN,55.13,scattered clouds,43.5583,128.0239,Jinxin Bathing Fashion Hotel
624,Cuamba,MZ,72.54,clear sky,-14.8031,36.5372,Hotel Vision
625,North Platte,US,78.26,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
627,Samarai,PG,79.16,broken clouds,-10.6167,150.6667,Nuli Sapi
628,Shakhtinsk,KZ,59.67,broken clouds,49.71,72.5872,Orifleym
629,Emba,KZ,76.46,overcast clouds,48.8264,58.1442,
630,Constitucion,CL,55.27,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
631,Zar,AM,73.42,broken clouds,40.2588,44.732,Զառի հին բնակատեղի
632,Port Arthur,CN,77.22,broken clouds,38.8,121.2667,Friendship Hotel
633,Port Keats,AU,73.18,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
636,Qujing,CN,60.03,clear sky,25.4833,103.7833,Yulong Hotel
637,Erzin,TR,76.53,scattered clouds,36.9559,36.2,Artemis Otel
641,Noyabrsk,RU,72.73,scattered clouds,63.1994,75.4507,Hotel Uyutnaya
642,Chettipalaiyam,IN,78.75,haze,10.9,77.0667,MRM Hotel
643,Inuvik,CA,56.41,scattered clouds,68.3499,-133.7218,Nova Inn Inuvik
645,Kargil,IN,64.22,overcast clouds,34.5667,76.1,Hotel Caravan Sarai Kargil
649,Tarko-Sale,RU,73.62,broken clouds,64.9225,77.785,Yubileynaya
651,Pontarlier,FR,79.02,clear sky,46.8333,6.25,Gites Les Espaces
653,Hua Hin,TH,74.57,light rain,12.5707,99.9588,"InterContinental Hua Hin Resort, an IHG Hotel"
654,Kaitong,CN,62.8,clear sky,44.8135,123.15,Jinhe Fashion Hotel
656,Ahar,IR,72.25,clear sky,38.4774,47.0699,هتل رضوی
657,Deulgaon Raja,IN,73.31,overcast clouds,20.0167,76.0333,Hotel YOGIRAJ LODGING & BOARDIING
658,Tamasi,HU,79.45,overcast clouds,46.6333,18.2833,Tamási Kemping
659,Mount Darwin,ZW,64.27,clear sky,-16.7725,31.5838,
662,Letka,RU,64.69,broken clouds,59.6011,49.4232,Komi Republic
663,Tatarsk,RU,60.33,scattered clouds,55.219,75.9828,Gostinitsa Neptun Tatarsk
664,Luganville,VU,75.76,clear sky,-15.5333,167.1667,The Espiritu Hotel
665,Loreto,MX,73.74,overcast clouds,22.2667,-101.9667,José de Jesús Velásquez mora
666,Namatanai,PG,77.81,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
671,Almaty,KZ,66.11,overcast clouds,43.25,76.95,Holiday Inn Almaty
672,Muhos,FI,60.58,scattered clouds,64.808,25.9931,Montta - active camping / campsite Montan
676,Ternate,ID,78.93,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
677,Acari,PE,71.87,scattered clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
680,Port-Gentil,GA,75.16,broken clouds,-0.7193,8.7815,Fengshui Residence
681,Jiuquan,CN,71.37,clear sky,39.7432,98.5174,Jiuquan Hotel
682,Fare,PF,76.5,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
683,Baoqing,CN,59.14,clear sky,46.3317,132.2111,Baoqing Hotel
684,Srednekolymsk,RU,57.11,few clouds,67.45,153.6833,
687,Ereymentau,KZ,58.37,scattered clouds,51.6199,73.1033,"Gostinitsa ""Dostyk"""
